subject_test,split_type,split,fs_method,model,y_true,y_pred,y_prob
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.008485056459903717, 0.03748185560107231, 0.9523915648460388, 0.001641434500925243]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0002599406579975039, 0.9984096884727478, 0.001182330073788762, 0.00014803657541051507]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9996253252029419, 1.8365040887147188e-05, 0.0003560660406947136, 2.722950398492685e-07]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[2.3456959752365947e-05, 0.9750125408172607, 0.02496018074452877, 3.832235506706638e-06]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[5.044599311077036e-05, 0.8790398836135864, 0.11966760456562042, 0.0012420405400916934]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.02273940108716488, 2.7086733098258264e-05, 1.8535445633460768e-05, 0.9772148728370667]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0015249167336151004, 0.0005907234735786915, 0.9936843514442444, 0.004199958872050047]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0004079919308423996, 0.00016114802565425634, 0.028103187680244446, 0.9713276624679565]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9281806349754333, 0.021235529333353043, 0.016463719308376312, 0.034120138734579086]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9875776767730713, 0.0024595309514552355, 0.009962192736566067, 6.729184747200634e-07]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.003477888647466898, 0.96943598985672, 0.02362900786101818, 0.0034571511205285788]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[2.9236549292654956e-10, 2.8450281206460204e-06, 2.9584994081233162e-06, 0.999994158744812]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9979009628295898, 2.2920206177445834e-08, 0.002098099095746875, 9.654817176851793e-07]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[2.450179863444646e-07, 9.460711225983687e-06, 3.124129943898879e-05, 0.9999591112136841]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.8807027046818803e-09, 3.3403309771529166e-06, 1.6611365936114453e-05, 0.999980092048645]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.005609002895653248, 0.00236935680732131, 0.0008840485825203359, 0.9911376237869263]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9959120750427246, 0.00122287985868752, 0.0027469166088849306, 0.00011819045903393999]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.016642309725284576, 0.039771370589733124, 0.9423310160636902, 0.0012553752167150378]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0002900437102653086, 1.070806865755003e-05, 0.06260164082050323, 0.9370976090431213]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[6.2358816027563435e-12, 7.163147028657613e-13, 6.019292009273869e-11, 1.0]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.12742497026920319, 0.7955421805381775, 0.07637041062116623, 0.0006623849039897323]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.00013494459562934935, 0.998384952545166, 0.001159844920039177, 0.000320290942909196]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[7.012473815848352e-06, 4.962445473211119e-06, 0.000849942909553647, 0.9991379976272583]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.998620867729187, 0.00046480432501994073, 0.000911709270440042, 2.584567027952289e-06]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.6490941561642103e-05, 1.6389859069931845e-07, 4.5905494516773615e-06, 0.99997878074646]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.030643941834568977, 0.008011262863874435, 0.9613355398178101, 9.300869351136498e-06]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.013633650727570057, 0.9731774926185608, 0.008424478583037853, 0.004764380864799023]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.12384123355150223, 0.3119627833366394, 0.5504071712493896, 0.013788832351565361]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0013909508707001805, 0.8939310908317566, 0.10330910980701447, 0.0013689461629837751]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.00042186188511550426, 0.005580245982855558, 0.011512897908687592, 0.9824849963188171]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9998010993003845, 4.787793983496158e-08, 0.00019884384528268129, 4.617242410631661e-08]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9907258749008179, 0.001703662914223969, 0.007570329587906599, 1.5977367695541034e-07]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.006846840959042311, 0.920962393283844, 0.05267579108476639, 0.019515041261911392]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.06174524128437042, 0.22093486785888672, 0.7168778777122498, 0.0004420550831127912]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9754197597503662, 0.02418369986116886, 0.0003349673352204263, 6.148398824734613e-05]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.6293663065880537e-05, 0.006260476540774107, 0.05733143165707588, 0.9363918304443359]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9863793849945068, 0.005012336652725935, 0.006706787273287773, 0.0019016158767044544]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.2761473059654236, 0.002956743584945798, 0.719415009021759, 0.0014809095300734043]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.00048439743113704026, 0.004334376193583012, 0.9951335787773132, 4.763545803143643e-05]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.09918162971735, 0.0024466223549097776, 0.8983668088912964, 4.93178458782495e-06]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.07721995562314987, 0.8814648985862732, 7.39229062673985e-06, 0.041307732462882996]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0016291891224682331, 0.8110784292221069, 0.05525893718004227, 0.1320333480834961]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[1.730993631099409e-06, 0.7561857104301453, 0.2431287169456482, 0.000683874823153019]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.007183658424764872, 0.0011991121573373675, 0.9894639253616333, 0.0021532662212848663]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.8823196291923523, 0.005875979550182819, 0.027734309434890747, 0.08407016843557358]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[3.5759108868660405e-05, 0.8493116497993469, 0.10670313984155655, 0.04394939914345741]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.954905092716217, 0.006300885695964098, 0.03798724710941315, 0.0008067518356256187]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.00031631565070711076, 0.027545999735593796, 0.0022384633775800467, 0.9698992371559143]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0004725267062895, 0.018161490559577942, 6.5662447923386935e-06, 0.9813594818115234]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.159023717045784, 0.0018171753035858274, 0.83905428647995, 0.00010484587255632505]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[6.11447321716696e-05, 0.000451160769443959, 0.976249098777771, 0.02323864959180355]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[2.1750911400886253e-05, 0.995840311050415, 0.000409013096941635, 0.0037289313040673733]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.08070257306098938, 0.9001359343528748, 0.019155150279402733, 6.294225840974832e-06]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9850789308547974, 3.553088026819751e-05, 0.014409562572836876, 0.00047602716949768364]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.11829088628292084, 0.1185852587223053, 0.7623400092124939, 0.0007837766315788031]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.11422254890203476, 0.15255038440227509, 0.7330480217933655, 0.00017897362704388797]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[4.889224669568648e-07, 1.785566539069805e-08, 0.00026141913258470595, 0.9997380375862122]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9413023591041565, 0.03752725198864937, 0.021161584183573723, 8.816539775580168e-06]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.017837459221482277, 0.0019858835730701685, 0.9797896146774292, 0.0003870307991746813]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[3.6307530990598025e-06, 3.0910325676813954e-07, 0.007479761261492968, 0.9925162196159363]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[2.2486633497464936e-06, 0.6106992363929749, 0.011218045838177204, 0.37808048725128174]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.18136438727378845, 0.8076633214950562, 0.010970124043524265, 2.111963567585917e-06]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[8.569257624913007e-05, 0.005340477917343378, 0.7404422163963318, 0.25413164496421814]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[2.3356869860435836e-07, 0.013254937715828419, 0.916426420211792, 0.07031849026679993]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9529644846916199, 0.0032962870318442583, 0.03639157861471176, 0.007347677368670702]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9999170303344727, 1.7380894945517866e-08, 3.7424552346010387e-10, 8.292148413602263e-05]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[6.703145261077736e-10, 0.9999730587005615, 2.6571849957690574e-05, 3.6768389577446214e-07]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.00016842114564497024, 0.9877232313156128, 0.011354446411132812, 0.0007539557991549373]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9999712705612183, 1.740517109283246e-05, 2.721114640280575e-07, 1.1076142072852235e-05]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[5.0369301618502504e-08, 9.75631034294544e-12, 0.00013093125016894192, 0.9998689889907837]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9342166781425476, 0.002999871503561735, 0.0006343923741951585, 0.062149111181497574]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[5.589809461525874e-06, 0.9836481213569641, 0.014855971559882164, 0.0014903274131938815]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[1.5501442248933017e-05, 0.011943208985030651, 0.9778452515602112, 0.010196019895374775]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9999809265136719, 1.8764190826914273e-05, 1.9651692184652347e-07, 1.6420708348618973e-08]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0003363405412528664, 3.9152287172328215e-06, 0.06729133427143097, 0.9323683977127075]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.00836201198399067, 0.9443124532699585, 0.03367428481578827, 0.013651221990585327]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.01050733681768179, 0.9855952262878418, 0.0038808858953416348, 1.652875835134182e-05]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.009919483214616776, 0.9734082221984863, 0.014611096121370792, 0.002061166102066636]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9302661418914795, 0.044512201100587845, 0.02488071471452713, 0.00034097590832971036]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[1.0274069609295111e-05, 0.6318854689598083, 0.1342306137084961, 0.2338736355304718]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.022554805502295494, 0.9130581021308899, 0.06315923482179642, 0.001227918779477477]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9914252758026123, 3.2038329663919285e-05, 0.00043670451850630343, 0.008105996064841747]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0045465873554348946, 0.00450727716088295, 0.12847201526165009, 0.8624740242958069]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.00512764323502779, 0.007344239391386509, 0.004543732851743698, 0.9829844236373901]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.20198540010108e-09, 0.0002480477560311556, 3.777516758418642e-05, 0.999714195728302]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9999585151672363, 1.8036572555502062e-06, 7.353452474490041e-06, 3.2324071071343496e-05]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9912360906600952, 0.002451424254104495, 0.00631201034411788, 4.51709865956218e-07]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.008678418584167957, 0.002111234236508608, 0.9874120950698853, 0.001798195531591773]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0038803094066679478, 0.00015395109949167818, 0.08117242902517319, 0.9147933125495911]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[8.127891487674788e-05, 0.00046300998656079173, 0.0067411451600492, 0.9927144646644592]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.000981340417638421, 0.009713368490338326, 0.9891632795333862, 0.00014204556646291167]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[1.2852593727075146e-06, 0.922034502029419, 0.03780827671289444, 0.040155913680791855]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0769815668463707, 0.1725521832704544, 0.6405462622642517, 0.10992004722356796]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.15078401565551758, 5.576137951379678e-08, 0.11336659640073776, 0.7358493208885193]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.028414176777005196, 0.0036846394650638103, 0.020549500361084938, 0.9473515748977661]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.965437114238739, 0.00884038396179676, 0.025633541867136955, 8.892123150872067e-05]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.04484044760465622, 0.020485399290919304, 0.9341709017753601, 0.0005033337511122227]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.001331495470367372, 9.639473137212917e-05, 0.9985551238059998, 1.6869718820089474e-05]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[2.289877102157334e-06, 0.015661751851439476, 0.9591447710990906, 0.02519124001264572]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.015507448464632034, 0.028874441981315613, 0.9549444317817688, 0.0006736571085639298]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9994732737541199, 0.0005181703600101173, 8.536070708942134e-06, 3.360362299531516e-08]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0003881492593791336, 9.123804716182349e-07, 0.9952682852745056, 0.004342520609498024]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.02733093500137329, 0.9128732681274414, 0.01361090037971735, 0.046184878796339035]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0003432486846577376, 0.025620775297284126, 0.16242669522762299, 0.8116093277931213]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9735943675041199, 0.018867526203393936, 0.0074370624497532845, 0.00010093073797179386]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9106395840644836, 0.040359847247600555, 0.047451745718717575, 0.0015487789642065763]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.026927106082439423, 0.1315588504076004, 0.8284432888031006, 0.013070758432149887]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0007605611463077366, 2.9223876481410116e-05, 0.9992055296897888, 4.725737653643591e-06]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9896225929260254, 0.0024486840702593327, 0.005489179864525795, 0.0024395992513746023]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.022554822266101837, 0.006133601535111666, 0.9695286154747009, 0.001782982493750751]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.004168975632637739, 0.00044679621350951493, 0.9907481074333191, 0.004636179655790329]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.002568229101598263, 0.00016059295739978552, 0.011604643426835537, 0.9856664538383484]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.07863306254148483, 0.8287650346755981, 0.08718831837177277, 0.005413536913692951]"
A02,inter_subject,train,pca_32,nn_erm,1,0,"[0.7975988388061523, 0.1967625617980957, 0.005136157851666212, 0.000502364884596318]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.019191740080714226, 2.581047738203779e-06, 0.03864793851971626, 0.9421577453613281]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0031598147470504045, 0.9335190653800964, 0.06328112632036209, 3.99707023461815e-05]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[1.437093123968225e-05, 0.0004995570634491742, 0.9762090444564819, 0.02327708899974823]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0064798868261277676, 0.0001272968074772507, 0.0011964355362579226, 0.9921964406967163]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0015297259669750929, 8.947643436840735e-06, 0.9984374642372131, 2.3888020223239437e-05]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0826699286699295, 0.9139714241027832, 0.0015365805011242628, 0.001822044374421239]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9866849780082703, 0.00133359560277313, 0.011887864209711552, 9.362936543766409e-05]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.01412600465118885, 0.9712448716163635, 0.014063284732401371, 0.0005658719455823302]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[5.571738483922672e-07, 0.001068062731064856, 0.01713312231004238, 0.9817982316017151]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.951099693775177, 0.03791278228163719, 0.010987221263349056, 3.7036679145785456e-07]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[2.552540991018759e-06, 2.2356924489486119e-07, 0.9999529123306274, 4.4408025132725015e-05]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0004906092071905732, 0.984186589717865, 0.005679117050021887, 0.00964368600398302]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0002936667879112065, 0.0112377367913723, 0.773774266242981, 0.2146943360567093]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.050050776451826096, 0.06223633885383606, 0.1026575043797493, 0.7850554585456848]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.98405921459198, 0.012720919214189053, 0.00298293586820364, 0.0002369164867559448]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[1.0, 4.811024911788309e-10, 3.047967567226806e-08, 7.035269589117377e-10]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.00016121588123496622, 0.7321230173110962, 0.04061971604824066, 0.22709603607654572]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.960814159929214e-07, 2.742969762437042e-08, 1.0800370091601508e-06, 0.9999986886978149]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9146231412887573, 0.026347368955612183, 0.018600041046738625, 0.04042944684624672]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.040476106107234955, 0.07670613378286362, 0.05342896282672882, 0.8293887376785278]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.01984577253460884, 0.9033284783363342, 0.05598873645067215, 0.020837074145674706]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.03015255741775036, 0.9686704874038696, 0.001157977618277073, 1.889093800855335e-05]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[1.633027153502553e-07, 1.322627127819942e-07, 0.9337756633758545, 0.06622414290904999]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.012557241134345531, 0.0012681038351729512, 0.9861745834350586, 3.156787187208465e-08]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.1313605010509491, 0.0008215508423745632, 0.014208663254976273, 0.8536092042922974]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.004681268706917763, 0.005315528716892004, 0.13662421703338623, 0.8533790111541748]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0014274674467742443, 1.0542879635977442e-07, 0.997134804725647, 0.0014375407481566072]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9974556565284729, 0.0001774554984876886, 0.002366836415603757, 4.409179865660917e-08]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.8475092053413391, 0.0888739749789238, 0.06357813626527786, 3.8626199966529384e-05]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0038457296323031187, 0.7756325006484985, 0.14049102365970612, 0.08003074675798416]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9889440536499023, 1.697588959359564e-05, 0.01103832945227623, 7.651015607734735e-07]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.9314772998768603e-06, 0.1273353546857834, 0.0025265596341341734, 0.8701362013816833]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.02496103197336197, 0.9602231979370117, 0.014668915420770645, 0.00014687860675621778]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.00016556443006265908, 0.002168111503124237, 0.11353685706853867, 0.8841294646263123]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.0001284133322769776, 0.00018386486044619232, 0.007172348443418741, 0.9925153851509094]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9992191791534424, 1.031638817039493e-06, 0.0007797931903041899, 3.354258884535888e-11]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[2.3401616999763064e-06, 0.974949061870575, 0.023668091744184494, 0.0013805179623886943]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[8.659316517878324e-05, 0.032210830599069595, 0.9573671817779541, 0.010335399769246578]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9904416799545288, 0.0006930851959623396, 0.002847630763426423, 0.00601763604208827]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.006706938613206148, 0.9658995866775513, 0.02717437408864498, 0.0002190640807384625]"
A02,inter_subject,train,pca_32,nn_erm,1,0,"[0.5234119296073914, 0.47038349509239197, 0.0029805880039930344, 0.003223961452022195]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9185490608215332, 0.014858350157737732, 0.0626411885023117, 0.003951391205191612]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.18855597078800201, 0.8096177577972412, 0.0009775422513484955, 0.0008487828308716416]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9896787405014038, 0.007563027553260326, 0.0027582659386098385, 4.328521541197006e-08]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.4054093658924103, 0.5921605825424194, 0.0024037021212279797, 2.63254732999485e-05]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.08723735064268112, 0.005949325393885374, 0.9067901968955994, 2.3161979697761126e-05]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.16932767629623413, 0.8258877396583557, 0.004759093746542931, 2.5507502869004384e-05]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[5.042592761128617e-07, 0.019681988283991814, 0.003027641214430332, 0.9772899150848389]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9885715842247009, 0.00890097115188837, 0.002526853932067752, 6.374642680384568e-07]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.025609763339161873, 0.03443947061896324, 0.9398189783096313, 0.00013182473776396364]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.04360116645693779, 0.9561598896980286, 0.00023883910034783185, 1.2180146313767182e-07]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9999561309814453, 1.7267404473386705e-05, 2.0208519345032983e-05, 6.276393833104521e-06]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.5274792541930537e-10, 6.423459853976965e-05, 1.9799494111794047e-05, 0.9999159574508667]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[0.001963659655302763, 0.0012240337673574686, 0.037756238132715225, 0.9590561389923096]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[8.428016371908598e-06, 4.9375662456441205e-06, 0.01795327104628086, 0.9820334315299988]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[7.172651521614171e-07, 1.5550448428935937e-10, 5.2388637413969263e-05, 0.9999468326568604]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.421153797309671e-06, 0.0033484294544905424, 0.001533232512883842, 0.9951169490814209]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.99277663230896, 1.5397576135001145e-05, 0.007197557482868433, 1.0388864211563487e-05]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.01795710250735283, 0.06745421141386032, 0.9013921022415161, 0.013196577318012714]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.08920703083276749, 0.8540852069854736, 0.03430923819541931, 0.02239847742021084]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9780290722846985, 0.009132753126323223, 0.012802311219274998, 3.58841716661118e-05]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9982731342315674, 0.0016976929036900401, 1.8750448361970484e-05, 1.0388611372036394e-05]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[4.9064092308981344e-05, 0.0053855180740356445, 0.9508674740791321, 0.04369797930121422]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[1.7680185919743963e-05, 0.0005391524755395949, 0.06710641831159592, 0.9323368072509766]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9933915138244629, 0.005377434194087982, 0.0012264190008863807, 4.753975645144237e-06]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[9.020754987432156e-06, 0.005853052716702223, 0.9512187838554382, 0.0429190918803215]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0009541524341329932, 9.420245623914525e-05, 0.9986953139305115, 0.00025637890212237835]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[4.188598177279346e-05, 0.00012482194870244712, 0.9336482286453247, 0.06618514657020569]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9701951742172241, 0.011541680432856083, 0.017728950828313828, 0.0005342333461157978]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.06922858953475952, 0.8873791694641113, 0.04300609230995178, 0.0003862367011606693]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9699251055717468, 0.010170468129217625, 0.019888412207365036, 1.6043501091189682e-05]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.00035703906905837357, 0.9787771105766296, 0.0016824151389300823, 0.019183428958058357]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.005916960071772337, 0.7325294613838196, 0.14617523550987244, 0.11537826061248779]"
A02,inter_subject,train,pca_32,nn_erm,0,0,"[0.9999998807907104, 1.0910839876032696e-07, 1.4549297766563996e-08, 1.5321032637016785e-11]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0026593052316457033, 0.9937993884086609, 0.0008133085793815553, 0.0027280084323138]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[2.9073826226522215e-06, 0.006660828832536936, 0.6940262913703918, 0.29930993914604187]"
A02,inter_subject,train,pca_32,nn_erm,1,1,"[0.0911673977971077, 0.8403050899505615, 0.06683886051177979, 0.0016885849181562662]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0017281677573919296, 0.00025455758441239595, 0.8890066146850586, 0.10901059955358505]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.0004447594110388309, 2.34836974755126e-07, 0.9995532631874084, 1.6148877648447524e-06]"
A02,inter_subject,train,pca_32,nn_erm,3,3,"[5.24425445291854e-08, 0.0068780346773564816, 3.840181670966558e-05, 0.9930834770202637]"
A02,inter_subject,train,pca_32,nn_erm,2,2,"[0.006577390246093273, 0.0011712668929249048, 0.9292798042297363, 0.0629715770483017]"
