split_type,split,fs_method,model,y_true,y_pred,y_prob
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0014553121291100979, 0.00032362205092795193, 0.9658636450767517, 0.03235730156302452]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0034803245216608047, 0.00018032170191872865, 0.9583758115768433, 0.03796354681253433]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9445177912712097, 0.048558324575424194, 7.223513239296153e-05, 0.006851662416011095]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0010510454885661602, 0.9987965822219849, 0.00015187374083325267, 4.883489168605593e-07]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.000496619672048837, 0.0004994418704882264, 0.9985590577125549, 0.0004448241088539362]"
global_mixed_subjects,train,mi,nn_erm,0,1,"[0.4814835488796234, 0.5166155695915222, 0.0018757885554805398, 2.5034552891156636e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[6.219544957275502e-06, 4.234399602864869e-05, 0.10376310348510742, 0.8961883783340454]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0002013952616835013, 0.010929228737950325, 0.9677715301513672, 0.021097837015986443]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9310988783836365, 0.06888530403375626, 1.2815733498428017e-05, 3.0089531719568186e-06]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.971921980381012, 0.028063351288437843, 5.710417099180631e-06, 9.050840162672102e-06]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9785792231559753, 0.002197721740230918, 0.018850814551115036, 0.0003722274268511683]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.6333348155021667, 0.35397249460220337, 0.006532333791255951, 0.00616042735055089]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.04507971182465553, 1.4006869605509564e-05, 0.2063523381948471, 0.7485539317131042]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[3.43547384318299e-07, 1.9816665997041127e-07, 0.005121981725096703, 0.9948775172233582]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.03561195358633995, 0.9613710045814514, 0.003017058130353689, 2.6005031017461988e-08]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.6027292013168335, 0.19404742121696472, 0.20064473152160645, 0.002578632440418005]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[2.1904046661802568e-05, 5.1864104122500976e-09, 0.003967209253460169, 0.9960108995437622]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9686203002929688, 0.03077249601483345, 8.294320286950096e-05, 0.0005243251798674464]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0001467289257561788, 2.1684001694666222e-05, 0.9842848777770996, 0.015546625480055809]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.018956903368234634, 2.4542605387978256e-06, 0.9614324569702148, 0.01960815116763115]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[4.597801961381265e-08, 3.3956879974539333e-08, 0.200514018535614, 0.799485981464386]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0001011287240544334, 7.787281356286258e-05, 0.9001749753952026, 0.09964605420827866]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.4753364622592926, 0.5246540904045105, 8.799294846539851e-06, 7.080873842824076e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.27774667739868164, 0.721150815486908, 0.0010888158576563, 1.3702032447326928e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[4.3072090193163604e-05, 1.8641920178197324e-05, 0.011282398365437984, 0.9886559247970581]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00011231300595682114, 0.05453992262482643, 0.9273290038108826, 0.018018774688243866]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.413113448478498e-08, 2.327966569515283e-10, 6.602158464374952e-06, 0.9999933242797852]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9999939203262329, 4.732155957754003e-06, 6.996230581535201e-07, 5.775582394562662e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.007994172163307667, 0.9010168313980103, 0.09035983681678772, 0.0006291592726483941]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.09086175262928009, 0.8986647725105286, 0.010368001647293568, 0.00010545996337896213]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9999390840530396, 3.540035322657786e-05, 8.230244020523969e-06, 1.7300701074418612e-05]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[1.1895724128407892e-05, 7.562217518852776e-08, 0.9966468214988708, 0.003341256408020854]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0030305536929517984, 0.9968571662902832, 0.00011209760850761086, 9.35857329409373e-08]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.007350425701588392, 0.992182195186615, 0.0004671726783271879, 2.406063686066773e-07]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[5.0196344091091305e-05, 0.0012877387925982475, 0.9419125318527222, 0.05674950033426285]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[1.0, 2.6955881970991413e-09, 6.624525372700418e-09, 1.4209691201472197e-08]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[9.263210085919127e-05, 2.9207726015556545e-07, 0.09887268394231796, 0.9010343551635742]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.004192213527858257, 0.002669696928933263, 0.9827558994293213, 0.010382179170846939]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0003313212946522981, 9.659574061515741e-06, 0.8597080111503601, 0.1399509459733963]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0998973697423935, 0.8698875904083252, 0.029682477936148643, 0.0005325191887095571]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.00667107617482543, 6.367819878505543e-05, 0.07994545996189117, 0.9133197665214539]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.011376888491213322, 0.0352177619934082, 0.9506816864013672, 0.002723717363551259]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9757364392280579, 0.024261729791760445, 1.8620663695401163e-06, 1.8750533570255357e-08]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9985640645027161, 0.0014140637358650565, 4.470487965591019e-06, 1.741728192428127e-05]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9816142320632935, 0.018385354429483414, 4.908418986815377e-07, 3.0747253632057436e-09]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00439864955842495, 8.252227416960523e-05, 0.9782266020774841, 0.017292194068431854]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0010276115499436855, 0.000403429614380002, 0.05026809498667717, 0.9483007788658142]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[8.867754331731703e-06, 0.00019728243933059275, 0.9924281239509583, 0.007365732919424772]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[9.412316330781323e-07, 3.676700725918636e-05, 0.977024257183075, 0.022938093170523643]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.01341499574482441, 0.00338061829097569, 0.9631813168525696, 0.02002302184700966]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0032057599164545536, 3.2310013921232894e-05, 0.009248609654605389, 0.9875133633613586]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.008218574337661266, 0.9041183590888977, 0.08720839023590088, 0.00045466801384463906]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.02518775314092636, 0.04535403102636337, 0.001605675439350307, 0.9278525114059448]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.046662941575050354, 0.902742862701416, 0.007299198303371668, 0.04329507797956467]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0003898108552675694, 7.869274298855089e-08, 0.8108747601509094, 0.18873527646064758]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[4.153636837145314e-06, 8.390637231059372e-05, 0.9954631924629211, 0.004448794759809971]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0464138425886631, 0.9529139399528503, 0.0005560304271057248, 0.00011622198508121073]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0006475169211626053, 0.9984731078147888, 0.0008790791034698486, 2.0855310367551283e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.042552195489406586, 0.9556357860565186, 0.0018087859498336911, 3.301522383480915e-06]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.8980968594551086, 0.10190138220787048, 1.6823566966195358e-06, 3.103119183833769e-08]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9169267416000366, 0.08299858123064041, 4.6127515815896913e-05, 2.8505386580945924e-05]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.09075028449296951, 0.9091082215309143, 0.00014135637320578098, 1.064407442186166e-07]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.9174419776391005e-06, 4.340467057772912e-06, 0.029848847538232803, 0.9701448678970337]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9999924898147583, 7.110893420758657e-06, 5.076249109947639e-08, 3.7916026940365555e-07]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7240149974822998, 0.27561065554618835, 0.00020055386994499713, 0.0001737470884108916]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.008607800118625164, 5.328628958523041e-06, 0.9848902821540833, 0.006496652960777283]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0004884863155893981, 7.875919436628465e-06, 0.8482526540756226, 0.15125100314617157]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0008770611020736396, 0.9991218447685242, 1.0689631153582013e-06, 9.416356583358265e-10]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[9.332513428716993e-08, 5.296161020851287e-07, 0.8824189305305481, 0.11758048087358475]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.001818797318264842, 0.000372662500012666, 0.8546514511108398, 0.14315712451934814]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.023618513718247414, 0.9743674397468567, 0.00200998829677701, 4.04838465328794e-06]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9999361038208008, 6.364702130667865e-05, 1.6316290540885348e-08, 2.826197373906325e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.03627065196633339, 0.9249922633171082, 0.037777166813611984, 0.0009599061449989676]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.00042955574463121593, 2.8538324841065332e-06, 3.580615884857252e-05, 0.9995317459106445]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0006773194763809443, 0.03600930795073509, 0.06936708837747574, 0.8939462900161743]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.03180298954248428, 0.9598985314369202, 0.008276720531284809, 2.1749625375377946e-05]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9337786436080933, 0.06622106581926346, 2.512319952074904e-07, 6.610880287638565e-09]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0004854134749621153, 0.0013239262625575066, 0.9916450381278992, 0.006545696873217821]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.05252771079540253, 0.024351710453629494, 0.8947885632514954, 0.028332076966762543]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[3.549189932527952e-05, 1.7780023142677237e-07, 0.2319217026233673, 0.7680425643920898]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.023557109758257866, 0.0008963281870819628, 0.969841480255127, 0.005705132149159908]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[2.3035880076349713e-05, 2.2954344558456796e-07, 0.9894415140151978, 0.010535266250371933]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[7.018665201030672e-05, 9.342556586489081e-05, 0.999677300453186, 0.00015908722707536072]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.012403508648276329, 0.987305223941803, 0.00028890001703985035, 2.366073658777168e-06]"
global_mixed_subjects,train,mi,nn_erm,0,1,"[0.2789286673069, 0.7176170349121094, 0.003429645439609885, 2.461694566591177e-05]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.08078670501708984, 0.10645643621683121, 0.8121652007102966, 0.0005917410016991198]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.07047212868928909, 0.9294825792312622, 2.173026769014541e-05, 2.3627968403161503e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.00018247307161800563, 0.0028801155276596546, 0.016917938366532326, 0.9800194501876831]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.012071145698428154, 0.0034301728010177612, 0.1773233711719513, 0.8071753978729248]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9552088975906372, 0.04265763238072395, 2.9293782063177787e-05, 0.002104267245158553]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.02392502687871456, 0.1781679391860962, 0.03605668991804123, 0.7618502974510193]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[7.092947635101154e-05, 2.2218785034056054e-06, 0.11448191851377487, 0.8854449391365051]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[4.854981625612709e-07, 1.255432607649709e-06, 0.06253130733966827, 0.9374669194221497]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9970076680183411, 0.002992211142554879, 7.508246824272646e-08, 3.5412440979598614e-08]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7476694583892822, 0.25225621461868286, 6.862799637019634e-05, 5.701466761820484e-06]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[1.527633770592729e-07, 3.016878906692e-07, 0.8324376344680786, 0.167561873793602]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.8951002359390259, 0.07223860919475555, 0.032660625874996185, 5.722442892874824e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0007911016000434756, 0.9989562034606934, 0.0002509787736926228, 1.6562016753596254e-06]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.056563958525657654, 0.9415450692176819, 0.0018902600277215242, 7.679427085349744e-07]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.8898770809173584, 0.11010212451219559, 1.9624661945272237e-05, 1.1188275266249548e-06]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.026756858453154564, 0.0002789908612612635, 0.9727635383605957, 0.00020061830582562834]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0006381717976182699, 4.248207829959938e-08, 1.719848660286516e-05, 0.9993446469306946]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0009428396006114781, 2.218665940745268e-06, 0.0031930108088999987, 0.9958618879318237]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9540705680847168, 0.0025403196923434734, 0.005870376247912645, 0.037518784403800964]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.021321458742022514, 0.06188812106847763, 0.9167722463607788, 1.8131300748791546e-05]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00023898930521681905, 0.9997602105140686, 3.939333623748098e-07, 3.259732750393596e-07]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.08518347144126892, 0.004879914689809084, 0.8789997696876526, 0.030936865136027336]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[3.222235989142064e-08, 1.9895777733647257e-12, 1.0134396688954439e-05, 0.9999898672103882]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9159175753593445, 0.0829063281416893, 0.0003326439473312348, 0.0008433929178863764]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.010843469761312008, 0.955935001373291, 0.03309427201747894, 0.0001273310772376135]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00042691052658483386, 0.9967502355575562, 0.0028225958812981844, 2.284543541009043e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.01370168011635542, 0.979824960231781, 0.006441439036279917, 3.190845382050611e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.094322101380385e-06, 3.359478384368231e-08, 0.031069006770849228, 0.9689298272132874]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.5423130393028259, 0.4576868414878845, 3.9946730368001226e-08, 1.40752751676132e-08]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0013627082807943225, 3.111365685981582e-06, 0.006153467111289501, 0.9924807548522949]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9946686625480652, 0.005331274121999741, 4.128292374616649e-09, 3.290790306920144e-09]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9559851288795471, 0.0026075872592628, 0.004930614959448576, 0.036476749926805496]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00997159630060196, 0.9896219968795776, 0.00040607978007756174, 3.5681944154930534e-07]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.033832743763923645, 0.0014501108089461923, 0.01618797518312931, 0.9485291838645935]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.1515044867992401, 0.8484557271003723, 1.6728701666579582e-05, 2.3082326151779853e-05]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.002039205050095916, 0.017704728990793228, 0.9494346976280212, 0.03082132525742054]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0007763936300761998, 0.0005230892566032708, 0.9918528199195862, 0.006847808603197336]"
global_mixed_subjects,train,mi,nn_erm,3,2,"[2.5046247174032032e-05, 1.0743212442321237e-05, 0.6302075386047363, 0.36975666880607605]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[5.760501608165214e-06, 0.9999861717224121, 8.06228126748465e-06, 5.202467434628488e-08]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[5.958119345450541e-06, 1.5866574187839433e-07, 0.10260213166475296, 0.8973918557167053]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.2808386600227095e-06, 6.761902682228538e-07, 2.151509050918321e-07, 0.9999977350234985]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0026411900762468576, 0.9873648285865784, 1.0622827176121064e-05, 0.009983377531170845]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9480009078979492, 3.078999725403264e-05, 0.05144236236810684, 0.0005258500459603965]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0008734465227462351, 0.00030916821560822427, 0.0036997210700064898, 0.9951176643371582]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.2626619536604267e-05, 4.157492185186129e-06, 1.1973173059232067e-05, 0.9999712705612183]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[2.57441024587024e-06, 0.00013916341413278133, 0.0067048403434455395, 0.99315345287323]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[3.107803058810532e-05, 0.9968262910842896, 0.003124132053926587, 1.858518589870073e-05]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00019667259766720235, 5.328175757313147e-05, 0.8466483354568481, 0.15310168266296387]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0030794302001595497, 1.4602076880976256e-08, 0.9969193935394287, 1.1516051472426625e-06]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.00012786293518729508, 2.7235848392592743e-05, 2.294402838742826e-05, 0.9998219609260559]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.05377884581685066, 1.0377330994515432e-08, 0.9345842003822327, 0.011637033894658089]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.03548569604754448, 3.732056211447343e-05, 0.9644768834114075, 1.1294175550347063e-07]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0074586765840649605, 9.889312480027002e-09, 0.9663951992988586, 0.026146095246076584]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[3.4634243917253116e-08, 1.0, 5.888582066404524e-09, 3.5656583463605784e-08]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9981409311294556, 1.2196187171298334e-08, 0.0017571048811078072, 0.00010198658856097609]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[9.682666046728627e-08, 3.808378892244946e-07, 0.0002156828559236601, 0.9997839331626892]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9943798184394836, 5.654174856317695e-06, 0.002993254456669092, 0.0026213324163109064]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[2.3012801733668375e-11, 5.770192808805807e-13, 6.066962043860258e-08, 0.9999998807907104]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[2.0179884074877918e-07, 0.999893307685852, 6.288637610651904e-09, 0.00010641117842169479]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.002189219929277897, 0.631874680519104, 0.3656059503555298, 0.0003301818505860865]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.06218148022890091, 0.15787674486637115, 0.7367671728134155, 0.04317450150847435]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0010147609282284975, 0.9666397571563721, 4.3650379666360095e-05, 0.0323018878698349]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0015546039212495089, 0.0004870114498771727, 0.0009320834069512784, 0.997026264667511]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9080616235733032, 3.0131206585792825e-05, 0.09174882620573044, 0.00015942781465128064]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9577011466026306, 5.0416421260024435e-08, 0.0422944612801075, 4.294410700822482e-06]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[2.7698861870817382e-08, 5.6688534075255426e-12, 2.0116096288713692e-10, 1.0]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[2.8186292183818296e-05, 7.948647606781378e-08, 0.97337406873703, 0.026597624644637108]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.03171241655945778, 1.8042348726154955e-09, 0.9682871103286743, 4.055357578636176e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[2.135138311132323e-05, 0.9348511099815369, 0.0009941529715433717, 0.06413337588310242]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[3.11929128360422e-11, 1.6755201743029168e-17, 1.6878262676378597e-11, 1.0]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.2143844969614292e-06, 0.00014660698070656508, 0.0006778569077141583, 0.9991742968559265]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9598491191864014, 0.003086268436163664, 0.024185752496123314, 0.012878837995231152]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[4.231915681884857e-06, 0.005991113372147083, 0.9939495325088501, 5.514505028259009e-05]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.002056902041658759, 0.9795642495155334, 0.011547443456947803, 0.006831433158367872]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.8356608455505352e-09, 2.2851192937878295e-08, 1.33689206904819e-06, 0.9999986886978149]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.03219880536198616, 0.012226074002683163, 0.9399175643920898, 0.01565752550959587]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9999998807907104, 3.1506044806075455e-15, 7.907189347733379e-10, 7.898560738794913e-08]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[3.217890676143753e-10, 0.9999995231628418, 4.757082194828399e-08, 4.828634700970724e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.026168890297412872, 0.9728250503540039, 0.0010031210258603096, 2.9903053473390173e-06]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[8.982477766039665e-07, 4.1519822246982585e-08, 2.72031752501789e-06, 0.9999964237213135]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.048490431159734726, 0.8497406840324402, 0.010077672079205513, 0.09169124066829681]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.819446002651479e-18, 8.83245045705432e-15, 4.94692056614888e-17, 1.0]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9634872078895569, 0.018330084159970284, 0.0015131039544939995, 0.01666957698762417]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0033535112161189318, 0.9965901374816895, 3.208041380275972e-05, 2.4198736355174333e-05]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[9.034093295667844e-08, 0.9992371797561646, 8.570890663861519e-09, 0.0007626759470440447]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.005967236589640379, 0.017658667638897896, 0.9763634204864502, 1.056868404702982e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[3.868073362425697e-15, 2.975553137218867e-10, 1.2113960279769992e-13, 1.0]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.006334829144179821, 1.915657094286871e-06, 0.9936603903770447, 2.914683818744379e-06]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.988441681533004e-06, 2.629243738283549e-07, 4.0692435732125887e-07, 0.9999973773956299]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[2.542061520216521e-05, 7.223768960784582e-08, 0.5280688405036926, 0.4719057083129883]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9827811121940613, 2.2473507499398693e-09, 0.017190933227539062, 2.7851992854266427e-05]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9919735193252563, 3.2894138968231346e-08, 0.0067763193510472775, 0.0012501884484663606]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0002142810553777963, 9.591767025085574e-08, 0.9997856020927429, 4.751688487125705e-10]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9997557997703552, 3.428351824652509e-09, 2.443167795718182e-05, 0.0002197960129706189]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9643767476081848, 6.538860179716721e-05, 0.035301126539707184, 0.0002567845513112843]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.878609873529058e-05, 0.0007112466264516115, 6.481537184299668e-06, 0.9992634654045105]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00022967498807702214, 0.9981057643890381, 0.0002796454937197268, 0.0013848235830664635]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0018977175932377577, 0.0001340034941677004, 0.9977402687072754, 0.00022800111037213355]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00987277366220951, 0.004686308559030294, 0.982446551322937, 0.00299436436034739]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.015492280013859272, 3.2248394745693076e-06, 0.9837749004364014, 0.0007295878021977842]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0008422465762123466, 6.090749229770154e-05, 0.9871189594268799, 0.011977972462773323]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9949122667312622, 8.559408115615952e-08, 0.0034054203424602747, 0.001682217582128942]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00012660936044994742, 0.9971498847007751, 0.0019414045382291079, 0.0007821372128091753]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[9.251834285350924e-07, 0.9861056208610535, 0.013688474893569946, 0.00020504824351519346]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.993683934211731, 0.0002397043426753953, 0.0001964591647265479, 0.005879983771592379]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9985590577125549, 4.740395298519218e-10, 0.0014397972263395786, 1.200866336148465e-06]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00025357140111736953, 0.00023228887584991753, 0.9994003772735596, 0.00011380217620171607]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[5.6240150314579296e-09, 8.659698096380453e-07, 0.00013679313997272402, 0.9998623132705688]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0018360785907134414, 0.9961536526679993, 0.0005623903125524521, 0.0014478509547188878]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9605584740638733, 1.0655845471774228e-05, 7.483786248485558e-06, 0.039423421025276184]"
