subject,session,split_type,split,fs_method,model,y_true,y_pred,y_prob
A02,session2,intra_session,test,pca_32,nn_erm,0,0,"[0.8100835680961609, 0.13658379018306732, 0.04588925838470459, 0.00744347320869565]"
A02,session2,intra_session,test,pca_32,nn_erm,2,2,"[0.04835296794772148, 0.13347609341144562, 0.8059737682342529, 0.012197109870612621]"
A02,session2,intra_session,test,pca_32,nn_erm,0,2,"[0.02547507919371128, 0.3145579397678375, 0.5461887717247009, 0.11377818137407303]"
A02,session2,intra_session,test,pca_32,nn_erm,1,0,"[0.8642789125442505, 0.107086181640625, 0.010316715575754642, 0.01831825077533722]"
A02,session2,intra_session,test,pca_32,nn_erm,2,1,"[0.016283679753541946, 0.6667889952659607, 0.02493196167051792, 0.2919953167438507]"
A02,session2,intra_session,test,pca_32,nn_erm,2,1,"[0.08669061958789825, 0.8522868752479553, 0.05428164824843407, 0.006740909069776535]"
A02,session2,intra_session,test,pca_32,nn_erm,3,0,"[0.862104058265686, 0.13477395474910736, 0.0012148417299613357, 0.0019070978742092848]"
A02,session2,intra_session,test,pca_32,nn_erm,0,1,"[0.3594086170196533, 0.6225048899650574, 0.011910708621144295, 0.006175744812935591]"
A02,session2,intra_session,test,pca_32,nn_erm,1,1,"[0.3469987213611603, 0.6095370650291443, 0.024352246895432472, 0.01911199279129505]"
A02,session2,intra_session,test,pca_32,nn_erm,3,1,"[0.013889164663851261, 0.8383262753486633, 0.13655520975589752, 0.011229331605136395]"
A02,session2,intra_session,test,pca_32,nn_erm,1,1,"[0.014388009905815125, 0.9465675950050354, 0.006863304413855076, 0.032181061804294586]"
A02,session2,intra_session,test,pca_32,nn_erm,2,1,"[0.052365515381097794, 0.4259803593158722, 0.24315743148326874, 0.2784966826438904]"
A02,session2,intra_session,test,pca_32,nn_erm,2,0,"[0.8949843049049377, 0.010793923400342464, 0.07699766755104065, 0.017224140465259552]"
A02,session2,intra_session,test,pca_32,nn_erm,0,0,"[0.9902175068855286, 0.001421681372448802, 1.861340570030734e-05, 0.008342165499925613]"
A02,session2,intra_session,test,pca_32,nn_erm,3,2,"[0.017066383734345436, 0.03350042924284935, 0.9163579940795898, 0.033075153827667236]"
A02,session2,intra_session,test,pca_32,nn_erm,1,0,"[0.9998346567153931, 0.0001601821422809735, 5.076014531368855e-06, 2.4752607075129163e-08]"
A02,session2,intra_session,test,pca_32,nn_erm,3,1,"[0.173932284116745, 0.4401351511478424, 0.372771292924881, 0.013161209411919117]"
A02,session2,intra_session,test,pca_32,nn_erm,0,3,"[0.29562732577323914, 0.05684002861380577, 0.09592747688293457, 0.551605224609375]"
A02,session2,intra_session,test,pca_32,nn_erm,0,3,"[0.17331132292747498, 0.02519671991467476, 0.003161872737109661, 0.7983301281929016]"
A02,session2,intra_session,test,pca_32,nn_erm,2,3,"[0.01853213459253311, 0.0781601071357727, 0.05605164170265198, 0.8472561836242676]"
A02,session2,intra_session,test,pca_32,nn_erm,2,3,"[0.09784124046564102, 0.00884887482970953, 0.4010971486568451, 0.49221283197402954]"
A02,session2,intra_session,test,pca_32,nn_erm,1,0,"[0.5858808755874634, 0.05946040898561478, 0.02776988595724106, 0.3268887996673584]"
A02,session2,intra_session,test,pca_32,nn_erm,3,3,"[0.1838264763355255, 0.0316147543489933, 0.30846092104911804, 0.47609785199165344]"
A02,session2,intra_session,test,pca_32,nn_erm,1,0,"[0.5021429657936096, 0.3916592001914978, 0.03414781019091606, 0.0720500648021698]"
A02,session2,intra_session,test,pca_32,nn_erm,1,0,"[0.8483139276504517, 0.08855251967906952, 0.04365343600511551, 0.019480090588331223]"
A02,session2,intra_session,test,pca_32,nn_erm,0,0,"[0.7102730870246887, 0.1363932490348816, 0.020043378695845604, 0.13329027593135834]"
A02,session2,intra_session,test,pca_32,nn_erm,1,1,"[0.2885047495365143, 0.6690597534179688, 0.042297735810279846, 0.00013781456800643355]"
A02,session2,intra_session,test,pca_32,nn_erm,3,0,"[0.904462456703186, 0.04643194004893303, 0.04217059910297394, 0.006935064680874348]"
A02,session2,intra_session,test,pca_32,nn_erm,3,2,"[0.2102746218442917, 0.055431872606277466, 0.7231463193893433, 0.011147161945700645]"
A02,session2,intra_session,test,pca_32,nn_erm,1,2,"[0.1017446368932724, 0.3267679214477539, 0.5513044595718384, 0.02018292434513569]"
A02,session2,intra_session,test,pca_32,nn_erm,1,2,"[0.38492655754089355, 0.046749867498874664, 0.4472493529319763, 0.12107419967651367]"
A02,session2,intra_session,test,pca_32,nn_erm,1,0,"[0.5689300298690796, 0.01025090180337429, 0.07883617281913757, 0.341982901096344]"
A02,session2,intra_session,test,pca_32,nn_erm,1,0,"[0.43312549591064453, 0.12252258509397507, 0.033204585313797, 0.41114741563796997]"
A02,session2,intra_session,test,pca_32,nn_erm,3,2,"[0.24876049160957336, 0.13943912088871002, 0.32782426476478577, 0.28397610783576965]"
A02,session2,intra_session,test,pca_32,nn_erm,3,3,"[0.29492488503456116, 0.0037379765417426825, 0.0038732674438506365, 0.6974638104438782]"
A02,session2,intra_session,test,pca_32,nn_erm,2,2,"[0.024140018969774246, 0.11800726503133774, 0.854724645614624, 0.0031280196271836758]"
A02,session2,intra_session,test,pca_32,nn_erm,3,2,"[0.1884104609489441, 0.1919282078742981, 0.6173396706581116, 0.0023216409608721733]"
A02,session2,intra_session,test,pca_32,nn_erm,0,2,"[0.18668438494205475, 0.05848509073257446, 0.6431828141212463, 0.11164771020412445]"
A02,session2,intra_session,test,pca_32,nn_erm,1,2,"[0.0326671227812767, 0.13042573630809784, 0.835746169090271, 0.0011610087240114808]"
A02,session2,intra_session,test,pca_32,nn_erm,2,2,"[0.07313911616802216, 0.078046515583992, 0.697437584400177, 0.15137682855129242]"
A02,session2,intra_session,test,pca_32,nn_erm,1,2,"[0.22279882431030273, 0.34415188431739807, 0.431837797164917, 0.0012114677811041474]"
A02,session2,intra_session,test,pca_32,nn_erm,0,0,"[0.9153207540512085, 0.01310613751411438, 0.0033359748777002096, 0.06823714077472687]"
A02,session2,intra_session,test,pca_32,nn_erm,3,2,"[0.29241177439689636, 0.06856351345777512, 0.34408125281333923, 0.2949434816837311]"
A02,session2,intra_session,test,pca_32,nn_erm,0,0,"[0.9052243232727051, 0.025250762701034546, 0.03066035360097885, 0.03886454552412033]"
A02,session2,intra_session,test,pca_32,nn_erm,3,2,"[0.03587743267416954, 0.3233218193054199, 0.6390143632888794, 0.0017863838002085686]"
A02,session2,intra_session,test,pca_32,nn_erm,0,3,"[0.15724621713161469, 0.21348290145397186, 0.05741513893008232, 0.5718557238578796]"
A02,session2,intra_session,test,pca_32,nn_erm,0,0,"[0.8758314847946167, 0.03513398393988609, 0.0642167329788208, 0.024817848578095436]"
A02,session2,intra_session,test,pca_32,nn_erm,0,1,"[0.24599230289459229, 0.6812006831169128, 0.03718462586402893, 0.03562236949801445]"
A02,session2,intra_session,test,pca_32,nn_erm,0,1,"[0.05640353634953499, 0.4780813157558441, 0.4590698182582855, 0.006445224396884441]"
A02,session2,intra_session,test,pca_32,nn_erm,2,0,"[0.7003574371337891, 0.16121821105480194, 0.11071791499853134, 0.02770642749965191]"
A02,session2,intra_session,test,pca_32,nn_erm,2,0,"[0.46679651737213135, 0.22815071046352386, 0.07914712280035019, 0.2259056270122528]"
A02,session2,intra_session,test,pca_32,nn_erm,3,2,"[0.011528139933943748, 0.23309418559074402, 0.7423097491264343, 0.013067859224975109]"
A02,session2,intra_session,test,pca_32,nn_erm,1,1,"[0.07086833566427231, 0.6165685653686523, 0.0068619586527347565, 0.3057011663913727]"
A02,session2,intra_session,test,pca_32,nn_erm,2,2,"[0.08817482739686966, 0.30948761105537415, 0.45791664719581604, 0.14442086219787598]"
A02,session2,intra_session,test,pca_32,nn_erm,2,0,"[0.7757747173309326, 0.08148536086082458, 0.04657989740371704, 0.09616002440452576]"
A02,session2,intra_session,test,pca_32,nn_erm,2,3,"[0.22103646397590637, 0.2539357542991638, 0.06729171425104141, 0.4577360451221466]"
A02,session2,intra_session,test,pca_32,nn_erm,3,0,"[0.8740386962890625, 0.0012964355992153287, 0.005860878620296717, 0.11880404502153397]"
A02,session2,intra_session,test,pca_32,nn_erm,2,0,"[0.8637003898620605, 0.10186951607465744, 0.0234838780015707, 0.010946240276098251]"
A02,session2,intra_session,test,pca_32,nn_erm,0,3,"[0.09799196571111679, 0.15643438696861267, 0.3629603683948517, 0.38261327147483826]"
A02,session2,intra_session,test,pca_32,nn_erm,2,1,"[0.3410416543483734, 0.4306025505065918, 0.13586203753948212, 0.09249377250671387]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9587283134460449, 0.029783448204398155, 0.01148095540702343, 7.3579881245677825e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.016715480014681816, 0.9826032519340515, 0.0006682226667180657, 1.304082979913801e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.03870012238621712, 0.958451509475708, 0.0018653470324352384, 0.0009830696508288383]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.995961606502533, 0.0015223954105749726, 0.0017228072974830866, 0.0007931351428851485]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.0005911900079809129, 0.9966195821762085, 0.001425335300154984, 0.0013639547396451235]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9717686176300049, 0.00747837545350194, 0.020704923197627068, 4.8104237066581845e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.002511264057829976, 0.9949140548706055, 0.002567840740084648, 6.9057355176482815e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.0007363830809481442, 0.0157401654869318, 0.9739470481872559, 0.009576478973031044]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.02568529173731804, 0.9731773734092712, 0.0011371845612302423, 8.1365399751121e-08]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.00036656862357631326, 0.00011963550059590489, 0.008535373024642467, 0.9909783601760864]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9955774545669556, 0.0004870482662227005, 0.00344515941105783, 0.000490430451463908]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.06013913080096245, 0.004381509032100439, 0.9351428151130676, 0.00033650771365500987]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.003504665568470955, 0.9780977964401245, 0.018223924562335014, 0.00017361939535476267]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9963871240615845, 0.0008694136049598455, 0.0027430111076682806, 5.557222380048188e-07]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[7.220135012175888e-05, 0.00044868624536320567, 0.00015326275024563074, 0.9993258714675903]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[1.6469317642986425e-07, 0.0069478158839046955, 9.194375888910145e-05, 0.9929600358009338]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.0001055398242897354, 4.9105485231848434e-05, 0.0002386831765761599, 0.9996066689491272]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.00016223086277022958, 0.0002265353105030954, 0.004010485950857401, 0.995600700378418]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.005087017547339201, 0.002171092201024294, 0.002371113980188966, 0.9903706908226013]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9715155363082886, 0.0174546055495739, 0.01101611740887165, 1.3775576007901691e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.011517779901623726, 0.04182378202676773, 0.9466441869735718, 1.4209163055056706e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.014558455906808376, 0.9843607544898987, 0.0004357050929684192, 0.0006450711516663432]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9630802273750305, 0.02680302783846855, 0.008854162879288197, 0.0012625636300072074]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.974408745765686, 0.006901073735207319, 0.01633477956056595, 0.00235533039085567]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.00010358299914514646, 0.004429647698998451, 0.9947232007980347, 0.0007435037987306714]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[2.8942193239345215e-05, 0.00011027103028027341, 0.00010059153282782063, 0.9997602105140686]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9995551705360413, 9.2631653387798e-06, 0.00010958070197375491, 0.0003259566437918693]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.0043572294525802135, 0.009030959568917751, 0.9864300489425659, 0.00018179335165768862]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[7.461042059730971e-06, 0.00017899023077916354, 0.9962602853775024, 0.003553283168002963]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.008741705678403378, 0.005849081557244062, 0.9851428866386414, 0.0002663352934177965]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9954148530960083, 0.00249732518568635, 0.002081139013171196, 6.707937700412003e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[1.6174690244952217e-05, 0.9942711591720581, 0.00015211077698040754, 0.0055604903027415276]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9989770650863647, 0.00029161368729546666, 0.0006281776586547494, 0.00010320697765564546]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[2.6096171495737508e-05, 0.9988366961479187, 0.00035017632762901485, 0.0007870215340517461]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.0016438725870102644, 0.9949116110801697, 0.0010099296923726797, 0.002434516791254282]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.986060619354248, 0.00022576919582206756, 0.01367656234651804, 3.709828160936013e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[8.784786786897314e-11, 1.0, 4.581645640655552e-08, 1.6096092236850268e-09]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.0011257738806307316, 5.51829652977176e-05, 0.9951842427253723, 0.0036348188295960426]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.00019721491844393313, 0.9995357990264893, 0.00013490664423443377, 0.00013219892571214586]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[6.568511253135512e-06, 1.3181328540667892e-05, 0.9868336319923401, 0.013146573677659035]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[2.244585628474738e-09, 0.00047266617184504867, 0.9930912256240845, 0.006436068098992109]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[1.1599602167677858e-08, 2.794949693907256e-07, 0.0029441944789141417, 0.9970555305480957]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[6.833749648649246e-05, 0.002752652857452631, 0.9862528443336487, 0.010926160961389542]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.000150466468767263, 0.0014252879191190004, 0.9983752965927124, 4.891924254479818e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[5.518349865951677e-08, 0.002414862858131528, 0.008767127059400082, 0.9888179898262024]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[2.3330578187596984e-05, 6.26373803243041e-05, 0.012170177884399891, 0.9877437949180603]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[2.8556956749525853e-05, 1.5506400359299732e-06, 0.011007710359990597, 0.9889622330665588]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[4.84270894958172e-05, 0.00423433817923069, 0.0002574968384578824, 0.9954597353935242]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.005175745114684105, 0.006886109244078398, 0.0073083629831671715, 0.9806297421455383]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.042651526629924774, 0.000747513200622052, 0.9564487934112549, 0.0001521576923551038]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.0036309778224676847, 0.9963192939758301, 2.1307077986421064e-05, 2.8344878955977038e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9972073435783386, 0.001503047882579267, 0.001142261316999793, 0.00014727580128237605]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9887767434120178, 0.005832172464579344, 0.005390581209212542, 4.961450486007379e-07]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.008431377820670605, 0.9901359677314758, 0.0013914182782173157, 4.1321240132674575e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[8.218671041504422e-07, 1.0234082736815253e-07, 0.9967515468597412, 0.0032475083135068417]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[3.9069581703188305e-07, 1.6249718100880273e-05, 3.5510350926415413e-07, 0.9999830722808838]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.028340809047222137, 0.9446970820426941, 0.02632582001388073, 0.000636280863545835]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.00342112360522151, 0.0011400732910260558, 0.9947302341461182, 0.0007086364203132689]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9643463492393494, 0.0013223978457972407, 0.032998621463775635, 0.001332528074271977]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9901475310325623, 0.0001983928814297542, 0.008618464693427086, 0.0010356028797104955]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.993297278881073, 2.298736580996774e-05, 0.006573061924427748, 0.00010672694043023512]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.0012909260112792253, 0.00034515783772803843, 0.008498230017721653, 0.9898657202720642]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.00836205668747425, 0.9913137555122375, 0.0002682280901353806, 5.598823190666735e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.0180300734937191, 0.9817450642585754, 0.00021943757019471377, 5.434628747025272e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9690164923667908, 0.0009204728994518518, 0.017397349700331688, 0.012665674090385437]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9914604425430298, 0.003478999249637127, 0.005006112158298492, 5.442191832116805e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.0005805310793220997, 0.0017543439753353596, 0.9931195974349976, 0.004545503295958042]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9507244825363159, 0.03906867280602455, 0.005798778962343931, 0.004408109933137894]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.008718980476260185, 0.9907942414283752, 0.00037355965469032526, 0.00011326225649099797]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.002200450748205185, 0.0005487828166224062, 0.00024196984304580837, 0.9970088601112366]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.015912195667624474, 0.012182410806417465, 0.0013393496628850698, 0.9705660343170166]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.012506507337093353, 0.0054090674966573715, 0.9736767411231995, 0.00840772595256567]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9900376796722412, 0.001015610876493156, 0.0056258682161569595, 0.003320891410112381]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[5.7598386774770916e-05, 1.587916813150514e-05, 0.0024350532330572605, 0.9974914789199829]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.0009385412558913231, 0.002514887833967805, 0.018243232741951942, 0.9783033728599548]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.001211375230923295, 0.9965918064117432, 0.0021920669823884964, 4.69808674097294e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.004857791122049093, 4.739534779218957e-05, 0.0028626660350710154, 0.992232084274292]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.0005385320982895792, 0.010903690941631794, 0.0006563148344866931, 0.9879014492034912]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[1.540662742627319e-05, 0.9882417321205139, 0.004170570056885481, 0.0075723761692643166]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9960845708847046, 1.9278429590485757e-06, 0.00391011219471693, 3.4104684800695395e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[4.7096888010855764e-05, 0.9986248016357422, 1.1439263289503288e-05, 0.0013166876742616296]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.002617055084556341, 0.0009489610092714429, 0.9960023760795593, 0.000431510474300012]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[7.953731255838647e-05, 0.004088645335286856, 0.9935029149055481, 0.002328845439478755]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.008612416684627533, 4.905870810034685e-06, 0.9863728880882263, 0.005009847227483988]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[1.467344645789126e-07, 0.001978697022423148, 0.0018012720393016934, 0.9962199330329895]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.002135796472430229, 0.00981795135885477, 0.9833137392997742, 0.0047325934283435345]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.975345253944397, 0.005128634627908468, 0.015098419971764088, 0.004427757114171982]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.0007899810443632305, 0.007411513477563858, 0.011269593611359596, 0.9805288910865784]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[8.148278059227909e-12, 0.995140552520752, 0.0048590246587991714, 4.424187238782906e-07]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.01115310937166214, 0.0014112471835687757, 0.9864122867584229, 0.0010232828790321946]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.0016229256289079785, 0.9976329803466797, 0.0006171094137243927, 0.00012706876441370696]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.00048100179992616177, 1.267260586246266e-06, 0.9796229004859924, 0.019894827157258987]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[3.87143918487709e-05, 0.00011868643923662603, 2.499124275345821e-05, 0.9998176693916321]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.018302123993635178, 0.9717050194740295, 0.0013476468157023191, 0.00864516943693161]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.0003138715692330152, 0.0002934129734057933, 0.9990522265434265, 0.00034052098635584116]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9709020256996155, 0.006115374621003866, 0.01237683929502964, 0.01060575246810913]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9583147168159485, 0.03899003192782402, 0.0026510038878768682, 4.421296398504637e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9779208302497864, 0.01946321316063404, 0.0026107311714440584, 5.1796077968901955e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.005158334970474243, 0.010164186358451843, 0.0017847866984084249, 0.9828926920890808]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.008715562522411346, 0.9774801135063171, 0.009052921086549759, 0.004751438740640879]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.995590090751648, 0.0010541306110098958, 0.0033473405055701733, 8.456358955299947e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[8.316018647747114e-05, 3.020969643330318e-07, 0.9999163150787354, 2.29603770662834e-07]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9887730479240417, 0.005517076700925827, 0.0056706699542701244, 3.92266119888518e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.00014566429308615625, 0.003566977335140109, 0.9937460422515869, 0.0025412882678210735]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.0015030064387246966, 0.9793559908866882, 0.008679119870066643, 0.010461886413395405]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.0011572011280804873, 0.003445025999099016, 0.001454019220545888, 0.9939437508583069]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9985260963439941, 4.579133072724062e-09, 0.001470278832130134, 3.5389002732699737e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.0017195524415001273, 5.1356353651499376e-05, 0.9974326491355896, 0.000796481326688081]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[7.238551188493147e-05, 0.0008669110247865319, 0.9988325238227844, 0.00022812493261881173]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9957767724990845, 0.002877256367355585, 4.5145468902774155e-05, 0.0013007797533646226]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.0126650370657444, 0.000710353022441268, 0.9826567769050598, 0.0039678639732301235]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.01208306010812521, 0.9866365790367126, 0.001266476116143167, 1.3890635273128282e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[1.9231234546168707e-05, 0.001889929291792214, 0.004160982556641102, 0.9939298629760742]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[1.3536758558529982e-07, 3.689057848532684e-05, 0.000449645594926551, 0.9995132684707642]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[0.0002859514206647873, 0.0007050909916870296, 0.010047025047242641, 0.9889618754386902]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.00036179195740260184, 6.513330299640074e-05, 0.9994705319404602, 0.00010250981722492725]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9937340617179871, 6.971563561819494e-05, 0.006020516622811556, 0.00017575535457581282]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[4.306883511162596e-06, 0.000909810361918062, 0.004027842544019222, 0.9950580596923828]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.00040260248351842165, 0.9815951585769653, 0.0008483039564453065, 0.01715395227074623]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[5.055935115017007e-10, 3.563850103915911e-09, 1.2634741324291099e-06, 0.9999986886978149]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[0.010734711773693562, 0.987329363822937, 0.0019330056384205818, 2.8873930659756297e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9946574568748474, 0.00011682276817737147, 0.0012757763033732772, 0.0039500100538134575]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[8.985480963019654e-05, 0.00015209426055662334, 0.9997404217720032, 1.7625727195991203e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,1,1,"[3.312653689135914e-07, 0.9970661997795105, 6.840048445155844e-05, 0.0028651028405874968]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9986945986747742, 5.417974989541108e-06, 0.001293639768846333, 6.366953130054753e-06]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[2.4411432875126593e-08, 5.224446340434952e-06, 0.9996254444122314, 0.0003693582257255912]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[6.197672337293625e-05, 2.2708484266331652e-06, 0.9977228045463562, 0.0022130010183900595]"
A03,session1,intra_session,train,pca_32,nn_erm,0,0,"[0.9848448634147644, 3.539181489031762e-05, 0.008082603104412556, 0.007037200499325991]"
A03,session1,intra_session,train,pca_32,nn_erm,2,2,"[0.0037542390637099743, 0.00019842087931465358, 0.9960269927978516, 2.0365885575301945e-05]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[7.012073183432221e-06, 7.938710768939927e-05, 0.011993734166026115, 0.987919807434082]"
A03,session1,intra_session,train,pca_32,nn_erm,3,3,"[1.3132056437825668e-06, 0.01779237948358059, 0.0005936893285252154, 0.9816126227378845]"
